Customer ID,Recency,Frequency,Monetary,R,F,M,Cluster
12986.0,403,12,1998.34,2,5,4,0
12987.0,74,6,1298.51,3,4,4,1
12988.0,292,1,505.82,2,1,2,0
12989.0,3,39,12846.8,5,5,5,1
12990.0,31,7,955.5,4,4,3,1
12991.0,23,3,764.82,4,3,3,1
12992.0,725,1,93.35,1,1,1,0
12993.0,23,10,1191.26,4,4,4,1
12994.0,4,5,902.22,5,3,3,1
12995.0,78,2,200.72,3,2,1,1
12996.0,376,1,355.5,2,1,2,0
12997.0,22,16,2065.11,4,5,4,1
12998.0,493,4,897.38,1,3,3,0
12999.0,196,3,455.88,2,3,2,1
13000.0,107,5,965.0,3,3,3,1
13001.0,4,37,24006.6,5,5,5,1
13002.0,318,3,414.13,2,3,2,0
13003.0,106,3,149.05,3,3,1,1
13004.0,12,46,11143.99,5,5,5,1
13005.0,174,6,935.03,3,4,3,1
13006.0,56,1,81.57,4,1,1,1
13007.0,580,1,175.25,1,1,1,0
13008.0,323,7,543.28,2,4,2,0
13009.0,673,1,234.0,1,1,1,0
13010.0,374,2,330.12,2,2,2,0
13011.0,372,1,50.55,2,1,1,0
13012.0,9,15,2576.18,5,5,4,1
13013.0,1,31,11073.48,5,5,5,1
13014.0,3,18,5220.83,5,5,5,1
13015.0,53,14,6459.08,4,5,5,1
13016.0,73,3,789.89,3,3,3,1
13017.0,7,1,204.0,5,1,1,1
13018.0,16,37,9742.81,5,5,5,1
13019.0,379,8,1212.95,2,4,4,0
13020.0,548,5,606.96,1,3,3,0
13021.0,4,24,4806.66,5,5,5,1
13022.0,430,1,65.3,1,1,1,0
13023.0,64,3,1449.03,3,3,4,1
13024.0,464,3,535.42,1,3,2,0
13025.0,732,1,323.39,1,1,2,0
13026.0,1,13,1690.12,5,5,4,1
13027.0,114,23,17052.0,3,5,5,1
13028.0,23,3,659.68,4,3,3,1
13029.0,31,5,1927.3,4,3,4,1
13030.0,11,2,752.4399999999999,5,2,3,1
13031.0,407,5,3292.84,2,3,5,0
13032.0,39,11,2790.0,4,5,5,1
13033.0,357,2,220.55,2,2,1,0
13034.0,55,3,756.8199999999999,4,3,3,1
13035.0,58,4,1328.95,4,3,4,1
13036.0,685,1,307.1,1,1,2,0
13037.0,138,16,3842.55,3,5,5,1
13038.0,80,3,908.46,3,3,3,1
13039.0,584,4,1010.73,1,3,3,0
13040.0,9,2,676.99,5,2,3,1
13041.0,451,4,799.13,1,3,3,0
13042.0,584,4,1454.84,1,3,4,0
13043.0,254,2,471.57,2,2,2,1
13044.0,291,13,4818.35,2,5,5,0
13045.0,99,3,808.92,3,3,3,1
13046.0,31,3,949.25,4,3,3,1
13047.0,32,42,8100.09,4,5,5,1
13048.0,14,13,4000.08,5,5,5,1
13049.0,64,5,1384.14,3,3,4,1
13050.0,9,57,11464.43,5,5,5,1
13051.0,579,2,155.8,1,2,1,0
13052.0,212,7,3119.33,2,4,5,1
13053.0,622,1,127.65,1,1,1,0
13054.0,682,1,-14.0,1,1,1,0
13055.0,64,6,2292.51,3,4,4,1
13056.0,551,1,209.48,1,1,1,0
13057.0,530,4,528.24,1,3,2,0
13058.0,25,3,271.40000000000003,4,3,2,1
13059.0,250,12,2261.22,2,5,4,1
13060.0,254,1,307.53,2,1,2,0
13061.0,72,1,248.60999999999999,3,1,1,1
13062.0,191,1,346.98,2,1,2,1
13063.0,481,1,188.4,1,1,1,0
13064.0,13,6,1666.84,5,4,4,1
13065.0,373,6,1050.1,2,4,3,0
13066.0,24,3,430.9,4,3,2,1
13067.0,82,3,508.51,3,3,2,1
13068.0,10,2,344.0,5,2,2,1
13069.0,1,42,8348.79,5,5,5,1
13070.0,192,5,743.9,2,3,3,1
13071.0,612,1,129.22,1,1,1,0
13072.0,267,1,177.15,2,1,1,0
13073.0,411,2,418.08,2,2,2,0
13074.0,511,5,1362.8400000000001,1,3,4,0
13075.0,130,1,919.61,3,1,3,1
13076.0,458,1,135.4,1,1,1,0
13077.0,1,14,2716.15,5,5,4,1
13078.0,1,95,28369.44,5,5,5,2
13079.0,4,6,419.18,5,4,2,1
13080.0,179,5,260.83,3,3,2,1
13081.0,1,44,55961.37,5,5,5,1
13082.0,126,25,7268.92,3,5,5,1
13083.0,4,3,395.43,5,3,2,1
13084.0,488,2,116.44999999999999,1,2,1,0
13085.0,158,10,1459.46,3,4,4,1
13086.0,383,1,439.33,2,1,2,0
13087.0,726,1,313.64,1,1,2,0
13088.0,417,1,236.11,1,1,1,0
13089.0,3,247,109893.24,5,5,5,2
13090.0,9,30,12759.93,5,5,5,1
13091.0,21,6,-130.21999999999997,4,4,1,1
13092.0,71,15,2007.33,3,5,4,1
13093.0,267,88,53274.33,2,5,5,2
13094.0,21,17,1990.9799999999998,4,5,4,1
13095.0,71,1,74.4,3,1,1,1
13096.0,394,1,419.7,2,1,2,0
13097.0,33,40,12796.61,4,5,5,1
13098.0,1,41,28658.88,5,5,5,1
13099.0,99,1,207.36,3,1,1,1
13100.0,625,1,-1598.67,1,1,1,0
13101.0,234,4,695.4,2,3,3,1
13102.0,1,42,11123.3,5,5,5,1
13103.0,40,3,709.64,4,3,3,1
13104.0,3,9,1709.1,5,4,4,1
13105.0,436,1,72.0,1,1,1,0
13106.0,129,3,586.46,3,3,3,1
13107.0,44,15,5109.62,4,5,5,1
13108.0,373,2,748.46,2,2,3,0
13109.0,3,7,1107.58,5,4,3,1
13110.0,31,14,2896.17,4,5,5,1
13111.0,719,1,321.88000000000005,1,1,2,0
13112.0,541,3,-5.44,1,3,1,0
13113.0,1,60,16236.44,5,5,5,1
13114.0,731,1,234.38,1,1,1,0
13115.0,9,23,5379.45,5,5,5,1
13116.0,117,2,485.19,3,2,2,1
13117.0,22,19,2253.96,4,5,4,1
13118.0,20,12,2334.1,4,5,4,1
13119.0,669,1,134.9,1,1,1,0
13120.0,239,1,30.6,2,1,1,1
13121.0,269,2,254.73,2,2,1,0
13122.0,94,2,922.39,3,2,3,1
13123.0,473,2,506.75,1,2,2,0
13124.0,90,4,4641.66,3,3,5,1
13125.0,524,1,148.62,1,1,1,0
13126.0,5,19,3679.0299999999997,5,5,5,1
13127.0,78,1,259.17,3,1,2,1
13128.0,631,1,263.5,1,1,2,0
13129.0,452,2,233.25,1,2,1,0
13130.0,94,1,64.0,3,1,1,1
13131.0,23,8,3279.77,4,4,5,1
13132.0,262,1,77.3,2,1,1,0
13133.0,274,3,200.45,2,3,1,0
13134.0,73,9,2422.28,3,4,4,1
13135.0,197,2,3371.45,2,2,5,1
13136.0,50,24,6097.9,4,5,5,1
13137.0,11,17,7541.61,5,5,5,1
13138.0,22,8,1261.26,4,4,4,1
13139.0,16,9,8193.83,5,4,5,1
13140.0,108,5,1054.92,3,3,3,1
13141.0,85,21,7524.13,3,5,5,1
13142.0,19,1,307.09000000000003,4,1,2,1
13143.0,582,2,399.2,1,2,2,0
13144.0,333,2,135.35,2,2,1,0
13145.0,40,8,1124.77,4,4,3,1
13146.0,26,1,228.91,4,1,1,1
13147.0,10,4,712.8,5,3,3,1
13148.0,29,36,7999.61,4,5,5,1
13149.0,14,4,1676.06,5,3,4,1
13150.0,471,4,435.02,1,3,2,0
13151.0,203,5,2396.16,2,3,4,1
13152.0,417,9,2114.98,1,4,4,0
13153.0,6,1,486.22,5,1,2,1
13154.0,144,5,997.43,3,3,3,1
13155.0,33,6,1370.48,4,4,4,1
13156.0,385,3,1586.54,2,3,4,0
13157.0,49,10,5667.71,4,4,5,1
13158.0,95,5,1508.18,3,3,4,1
13159.0,9,5,1371.25,5,3,4,1
13160.0,22,1,91.8,4,1,1,1
13161.0,313,2,472.13,2,2,2,0
13162.0,122,19,9116.94,3,5,5,1
13163.0,610,2,0.0,1,2,1,0
13164.0,569,3,297.46000000000004,1,3,2,0
13165.0,46,3,1451.16,4,3,4,1
13166.0,282,3,873.43,2,3,3,0
13167.0,19,5,1125.15,4,3,3,1
13168.0,36,6,1831.68,4,4,4,1
13169.0,64,3,840.08,3,3,3,1
13170.0,27,1,108.81,4,1,1,1
13171.0,8,5,426.81,5,3,2,1
13172.0,400,1,69.6,2,1,1,0
13173.0,4,13,2380.97,5,5,4,1
13174.0,16,12,7995.36,5,5,5,1
13175.0,554,4,793.1,1,3,3,0
13176.0,46,1,481.49,4,1,2,1
13177.0,65,2,512.2,3,2,2,1
13178.0,26,25,13997.89,4,5,5,1
13179.0,619,1,572.31,1,1,3,0
13180.0,607,1,86.1,1,1,1,0
13181.0,381,1,359.69,2,1,2,0
13182.0,45,1,121.18,4,1,1,1
13183.0,8,18,7010.88,5,5,5,1
13184.0,15,12,1616.45,5,5,4,1
13185.0,268,1,71.4,2,1,1,0
13186.0,40,5,1539.69,4,3,4,1
13187.0,337,5,322.66,2,3,2,0
13188.0,11,1,114.6,5,1,1,1
13189.0,19,2,260.68,4,2,2,1
13190.0,544,4,518.76,1,3,2,0
13191.0,658,1,164.69,1,1,1,0
13192.0,95,8,2544.53,3,4,4,1
13193.0,61,1,112.08,3,1,1,1
13194.0,136,2,472.78,3,2,2,1
13195.0,414,1,136.73,2,1,1,0
13196.0,11,8,3059.64,5,4,5,1
13197.0,610,1,373.01,1,1,2,0
13198.0,10,12,4912.28,5,5,5,1
13199.0,4,69,15936.3,5,5,5,1
13200.0,19,4,870.09,4,3,3,1
13201.0,502,4,1233.06,1,3,4,0
13202.0,379,8,1571.3500000000001,2,4,4,0
13203.0,10,11,2630.55,5,5,4,1
13204.0,731,1,966.66,1,1,3,0
13205.0,443,1,2803.2,1,1,5,0
13206.0,400,15,8211.0,2,5,5,0
13207.0,15,4,535.86,5,3,2,1
13208.0,59,10,1958.3,3,4,4,1
13209.0,30,16,8438.06,4,5,5,1
13210.0,94,1,353.48,3,1,2,1
13211.0,10,12,2596.32,5,5,4,1
13212.0,9,4,779.33,5,3,3,1
13213.0,57,14,3834.62,4,5,5,1
13214.0,418,7,3264.23,1,4,5,0
13215.0,402,1,81.6,2,1,1,0
13216.0,268,1,333.74,2,1,2,0
13217.0,122,6,266.12,3,4,2,1
13218.0,127,1,62.64,3,1,1,1
13219.0,618,1,76.23,1,1,1,0
13220.0,78,5,1336.0900000000001,3,3,4,1
13221.0,240,2,847.41,2,2,3,1
13222.0,577,1,88.5,1,1,1,0
13223.0,200,6,969.12,2,4,3,1
13224.0,60,3,2150.85,3,3,4,1
13225.0,3,17,15879.27,5,5,5,1
13226.0,273,2,312.46,2,2,2,0
13227.0,202,1,257.7,2,1,2,1
13228.0,81,1,358.0,3,1,2,1
13229.0,226,1,160.95,2,1,1,1
13230.0,4,31,6076.45,5,5,5,1
13231.0,546,1,-355.2,1,1,1,0
13232.0,13,7,1328.35,5,4,4,1
13233.0,74,4,1176.46,3,3,4,1
13234.0,673,2,346.5,1,2,2,0
13235.0,212,2,101.16999999999996,2,2,1,1
13236.0,25,3,727.27,4,3,3,1
13237.0,388,1,643.0,2,1,3,0
13238.0,11,7,986.73,5,4,3,1
13239.0,262,6,1579.84,2,4,4,1
13240.0,96,9,1398.44,3,4,4,1
13241.0,412,1,112.53,2,1,1,0
13242.0,112,7,699.4,3,4,3,1
13243.0,203,5,1220.38,2,3,4,1
13244.0,93,1,121.74000000000001,3,1,1,1
13245.0,51,2,989.22,4,2,3,1
13246.0,18,14,3242.0,5,5,5,1
13247.0,18,4,501.12,5,3,2,1
13248.0,125,2,465.68,3,2,2,1
13249.0,92,9,1608.9299999999998,3,4,4,1
13250.0,453,3,245.59,1,3,1,0
13251.0,402,1,252.68,2,1,1,0
13252.0,394,3,341.3,2,3,2,0
13253.0,157,4,2951.11,3,3,5,1
13254.0,376,1,51.41,2,1,1,0
13255.0,4,4,669.91,5,3,3,1
13256.0,14,1,0.0,5,1,1,1
13257.0,428,3,117.94999999999999,1,3,1,0
13258.0,12,5,1009.43,5,3,3,1
13259.0,62,9,1402.54,3,4,4,1
13260.0,61,1,557.62,3,1,2,1
13261.0,269,2,944.1,2,2,3,0
13262.0,263,3,573.45,2,3,3,0
13263.0,1,39,8676.2,5,5,5,1
13264.0,443,1,722.56,1,1,3,0
13265.0,53,5,2092.66,4,3,4,1
13266.0,11,30,5965.3,5,5,5,1
13267.0,3,50,9197.66,5,5,5,1
13268.0,18,15,3127.7,5,5,5,1
13269.0,1,30,8507.01,5,5,5,1
13270.0,366,1,590.0,2,1,3,0
13271.0,37,2,172.37,4,2,1,1
13272.0,31,2,276.56,4,2,2,1
13273.0,113,1,138.98,3,1,1,1
13274.0,409,1,360.85,2,1,2,0
13275.0,384,2,238.86,2,2,1,0
13276.0,64,7,1871.21,3,4,4,1
13277.0,16,7,523.3,5,4,2,1
13278.0,41,5,1428.2,4,3,4,1
13279.0,64,2,126.3,3,2,1,1
13280.0,122,8,2267.83,3,4,4,1
13281.0,437,3,306.45,1,3,2,0
13282.0,18,7,1228.8899999999999,5,4,4,1
13283.0,60,4,373.36,3,3,2,1
13284.0,323,2,196.15,2,2,1,0
13285.0,23,6,3364.59,4,4,5,1
13286.0,600,1,734.91,1,1,3,0
13287.0,583,7,519.67,1,4,2,0
13288.0,443,6,892.16,1,4,3,0
13289.0,724,1,307.95,1,1,2,0
13290.0,431,3,-208.63,1,3,1,0
13291.0,156,11,3270.79,3,5,5,1
13292.0,39,6,987.79,4,4,3,1
13293.0,392,7,1180.34,2,4,4,0
13294.0,190,3,1689.53,3,3,4,1
13295.0,360,9,1061.27,2,4,3,0
13296.0,137,6,792.51,3,4,3,1
13297.0,8,8,4352.67,5,4,5,1
13298.0,1,1,360.0,5,1,2,1
13299.0,268,5,1173.3,2,3,4,0
13300.0,165,5,1267.21,3,3,4,1
13301.0,104,4,618.09,3,3,3,1
13302.0,155,2,159.2,3,2,1,1
13303.0,400,1,61.72,2,1,1,0
13304.0,351,7,1120.79,2,4,3,0
13305.0,4,16,3616.41,5,5,5,1
13306.0,430,1,53.65,1,1,1,0
13307.0,120,3,273.34,3,3,2,1
13308.0,23,5,1652.47,4,3,4,1
13309.0,7,6,1706.37,5,4,4,1
13310.0,9,8,1492.8,5,4,4,1
13311.0,4,2,598.5699999999999,5,2,3,1
13312.0,451,1,124.75,1,1,1,0
13313.0,22,15,3423.27,4,5,5,1
13314.0,2,4,593.51,5,3,3,1
13315.0,689,1,310.26,1,1,2,0
13316.0,37,12,12656.18,4,5,5,1
13317.0,64,31,6068.53,3,5,5,1
13318.0,1,3,640.76,5,3,3,1
13319.0,5,78,20974.96,5,5,5,1
13320.0,70,9,2144.45,3,4,4,1
13321.0,72,2,567.36,3,2,2,1
13322.0,17,1,199.48000000000002,5,1,1,1
13323.0,3,5,787.85,5,3,3,1
13324.0,32,23,10421.369999999999,4,5,5,1
13325.0,82,1,675.3,3,1,3,1
13326.0,432,1,281.76,1,1,2,0
13327.0,39,22,8996.03,4,5,5,1
13328.0,316,1,1308.48,2,1,4,0
13329.0,32,14,4672.82,4,5,5,1
13330.0,93,6,2796.1,3,4,5,1
13331.0,402,1,262.4,2,1,2,0
13332.0,14,1,350.9,5,1,2,1
13333.0,411,3,1015.74,2,3,3,0
13334.0,82,6,6195.05,3,4,5,1
13335.0,540,1,-955.06,1,1,1,0
13336.0,77,1,795.12,3,1,3,1
13337.0,519,2,1548.55,1,2,4,0
13338.0,154,10,2223.62,3,4,4,1
13339.0,201,1,860.12,2,1,3,1
13340.0,45,12,22100.56,4,5,5,1
13341.0,261,1,775.85,2,1,3,0
13342.0,582,1,-14.100000000000001,1,1,1,0
13343.0,173,2,303.93,3,2,2,1
13344.0,68,3,2511.69,3,3,4,1
13345.0,277,2,377.59999999999997,2,2,2,0
13346.0,463,6,299.4,1,4,2,0
13347.0,70,1,341.36,3,1,2,1
13348.0,64,1,233.76,3,1,1,1
13349.0,11,1,247.32,5,1,1,1
13350.0,16,3,910.72,5,3,3,1
13351.0,66,1,373.94,3,1,2,1
13352.0,8,2,389.28,5,2,2,1
13353.0,389,1,-28.849999999999998,2,1,1,0
13354.0,71,1,743.53,3,1,3,1
13355.0,122,1,674.7,3,1,3,1
13356.0,80,1,768.24,3,1,3,1
13357.0,257,5,3805.51,2,3,5,1
13358.0,269,1,439.03,2,1,2,0
13359.0,59,4,1001.96,3,3,3,1
13360.0,428,7,1464.1,1,4,4,0
13361.0,472,2,1450.5,1,2,4,0
13362.0,3,10,5357.57,5,4,5,1
13363.0,18,3,1723.86,5,3,4,1
13364.0,67,2,0.0,3,2,1,1
13365.0,9,4,2164.32,5,3,4,1
13366.0,50,1,56.16,4,1,1,1
13367.0,432,1,510.2,1,1,2,0
13368.0,257,5,1086.1,2,3,3,1
13369.0,354,2,263.75,2,2,2,0
13370.0,366,2,721.3199999999999,2,2,3,0
13371.0,499,4,2271.46,1,3,4,0
13372.0,90,1,378.64,3,1,2,1
13373.0,61,6,7587.19,3,4,5,1
13374.0,415,2,422.8,1,2,2,0
13375.0,81,3,1786.48,3,3,4,1
13376.0,99,3,1019.76,3,3,3,1
13377.0,397,4,1495.43,2,3,4,0
13378.0,423,1,-756.4,1,1,1,0
13379.0,26,3,572.56,4,3,3,1
13380.0,433,1,62.4,1,1,1,0
13381.0,21,15,8185.0199999999995,4,5,5,1
13382.0,281,5,1387.58,2,3,4,0
13383.0,544,1,305.28,1,1,2,0
13384.0,31,15,6635.09,4,5,5,1
13385.0,330,1,534.57,2,1,2,0
13386.0,414,2,835.46,2,2,3,0
13387.0,417,1,186.94,1,1,1,0
13388.0,121,4,1135.7,3,3,3,1
13389.0,11,3,797.96,5,3,3,1
13390.0,75,1,544.08,3,1,2,1
13391.0,204,1,59.8,2,1,1,1
13392.0,677,1,91.14,1,1,1,0
13393.0,584,6,1105.85,1,4,3,0
13394.0,2,24,6323.88,5,5,5,1
13395.0,185,3,1180.23,3,3,4,1
13396.0,22,4,1325.29,4,3,4,1
13397.0,73,13,3094.11,3,5,5,1
13398.0,192,2,670.34,2,2,3,1
13399.0,464,3,275.4,1,3,2,0
13400.0,574,2,300.93,1,2,2,0
13401.0,624,1,-1834.14,1,1,1,0
13402.0,127,4,1226.85,3,3,4,1
13403.0,18,3,229.5,5,3,1,1
13404.0,1,2,252.49,5,2,1,1
13405.0,74,9,1196.56,3,4,4,1
13406.0,427,3,557.22,1,3,2,0
13407.0,579,6,2111.89,1,4,4,0
13408.0,2,135,49315.02,5,5,5,2
13409.0,624,1,-525.65,1,1,1,0
13410.0,9,12,2172.5099999999998,5,5,4,1
13411.0,107,1,213.55,3,1,1,1
13412.0,620,1,487.35,1,1,2,0
13413.0,640,8,345.8,1,4,2,0
13414.0,134,7,2482.24,3,4,4,1
13415.0,473,5,665.42,1,3,3,0
13416.0,44,3,940.8,4,3,3,1
13417.0,5,7,1593.89,5,4,4,1
13418.0,12,37,11242.22,5,5,5,1
13419.0,64,1,221.06,3,1,1,1
13420.0,135,4,140.35,3,3,1,1
13421.0,40,11,4044.45,4,5,5,1
13422.0,51,2,2601.55,4,2,4,1
13423.0,429,1,217.03,1,1,1,0
13424.0,444,2,557.92,1,2,2,0
13425.0,108,8,3362.73,3,4,5,1
13426.0,1,24,8076.76,5,5,5,1
13427.0,19,6,1006.53,4,4,3,1
13428.0,10,3,478.54,5,3,2,1
13429.0,11,4,1006.8,5,3,3,1
13430.0,19,4,648.6899999999999,4,3,3,1
13431.0,67,9,3289.24,3,4,5,1
13432.0,571,2,439.1,1,2,2,0
13433.0,437,5,656.87,1,3,3,0
13434.0,74,5,1666.86,3,3,4,1
13435.0,5,11,4431.93,5,5,5,1
13436.0,2,1,196.89,5,1,1,1
13437.0,14,7,3408.06,5,4,5,1
13438.0,547,1,46.5,1,1,1,0
13439.0,255,3,986.61,2,3,3,1
13440.0,423,10,1213.95,1,4,4,0
13441.0,92,2,720.9,3,2,3,1
13442.0,667,3,419.87,1,3,2,0
13443.0,449,7,1240.71,1,4,4,0
13444.0,374,2,619.08,2,2,3,0
13445.0,626,1,241.89999999999998,1,1,1,0
13446.0,420,18,3608.86,1,5,5,0
13447.0,23,4,1104.23,4,3,3,1
13448.0,17,19,7952.8099999999995,5,5,5,1
13449.0,24,1,291.88,4,1,2,1
13450.0,27,14,4117.54,4,5,5,1
13451.0,26,13,7019.11,4,5,5,1
13452.0,259,3,729.8,2,3,3,0
13453.0,166,5,758.99,3,3,3,1
13454.0,641,1,219.87,1,1,1,0
13455.0,25,11,2080.88,4,5,4,1
13456.0,18,7,1737.82,5,4,4,1
13457.0,689,4,143.26999999999998,1,3,1,0
13458.0,7,24,11850.62,5,5,5,1
13459.0,625,2,1160.41,1,2,3,0
13460.0,29,2,183.44,4,2,1,1
13461.0,39,8,4138.5,4,4,5,1
13462.0,183,6,1145.6,3,4,3,1
13463.0,420,1,-158.65,1,1,1,0
13464.0,58,7,3083.89,4,4,5,1
13465.0,446,2,931.12,1,2,3,0
13466.0,100,7,952.25,3,4,3,1
13467.0,11,2,1071.91,5,2,3,1
13468.0,2,87,12494.38,5,5,5,1
13469.0,653,1,82.4,1,1,1,0
13470.0,99,2,165.0,3,2,1,1
13471.0,1,4,2501.84,5,3,4,1
13472.0,464,2,592.24,1,2,3,0
13473.0,61,10,2410.98,3,4,4,1
13474.0,236,3,646.59,2,3,3,1
13475.0,191,4,1431.78,2,3,4,1
13476.0,179,7,1915.77,3,4,4,1
13477.0,38,13,2806.12,4,5,5,1
13478.0,469,7,2068.03,1,4,4,0
13479.0,198,7,808.5,2,4,3,1
13480.0,417,2,627.8199999999999,1,2,3,0
13481.0,46,14,3803.09,4,5,5,1
13482.0,232,2,336.09,2,2,2,1
13483.0,66,1,140.34,3,1,1,1
13484.0,241,4,767.32,2,3,3,1
13485.0,233,15,2957.92,2,5,5,1
13486.0,78,3,1122.41,3,3,3,1
13487.0,58,5,846.87,4,3,3,1
13488.0,17,29,14131.81,5,5,5,1
13489.0,105,4,449.52,3,3,2,1
13490.0,654,1,154.25,1,1,1,0
13491.0,52,27,4467.66,4,5,5,1
13492.0,136,3,1269.84,3,3,4,1
13493.0,275,2,618.63,2,2,3,0
13494.0,312,1,316.26,2,1,2,0
13495.0,8,13,4790.41,5,5,5,1
13496.0,11,3,617.93,5,3,3,1
13497.0,283,7,1139.83,2,4,3,0
13498.0,730,1,327.38,1,1,2,0
13499.0,18,7,1146.96,5,4,3,1
13500.0,23,5,1436.3,4,3,4,1
13501.0,243,5,2840.2599999999998,2,3,5,1
13502.0,17,6,774.6,5,4,3,1
13503.0,71,12,1747.39,3,5,4,1
13504.0,64,1,295.93,3,1,2,1
13505.0,68,8,4282.88,3,4,5,1
13506.0,312,8,1308.53,2,4,4,0
13507.0,3,4,2479.16,5,3,4,1
13508.0,244,2,287.05,2,2,2,1
13509.0,9,8,1114.72,5,4,3,1
13510.0,1,17,4488.39,5,5,5,1
13511.0,484,2,244.61,1,2,1,0
13512.0,261,4,713.39,2,3,3,0
13513.0,127,4,796.99,3,3,3,1
13514.0,74,4,815.9,3,3,3,1
13515.0,73,6,1265.82,3,4,4,1
13516.0,21,4,1685.26,4,3,4,1
13517.0,60,5,2109.07,3,3,4,1
13518.0,86,1,627.16,3,1,3,1
13519.0,50,3,331.26,4,3,2,1
13520.0,59,15,6377.25,3,5,5,1
13521.0,1,3,1071.73,5,3,3,1
13522.0,30,1,125.8,4,1,1,1
13523.0,33,7,4325.07,4,4,5,1
13524.0,41,5,680.18,4,3,3,1
13525.0,15,2,628.78,5,2,3,1
13526.0,738,4,942.6,1,3,3,0
13527.0,34,14,4507.59,4,5,5,1
13528.0,682,1,-40.0,1,1,1,0
13529.0,79,2,307.76,3,2,2,1
13530.0,634,1,402.98,1,1,2,0
13531.0,205,6,1433.07,2,4,4,1
13532.0,34,1,210.31,4,1,1,1
13533.0,183,3,269.09,3,3,2,1
13534.0,2,60,7324.5,5,5,5,1
13535.0,403,1,89.5,2,1,1,0
13536.0,1,7,3444.39,5,4,5,1
13537.0,426,2,717.85,1,2,3,0
13538.0,43,12,3103.13,4,5,5,1
13539.0,86,9,1531.26,3,4,4,1
13540.0,467,3,632.39,1,3,3,0
13541.0,423,3,717.9,1,3,3,0
13542.0,377,18,3924.09,2,5,5,0
13543.0,634,2,1439.61,1,2,4,0
13544.0,40,7,781.7,4,4,3,1
13545.0,391,3,337.64,2,3,2,0
13546.0,12,5,1086.24,5,3,3,1
13547.0,408,1,167.08,2,1,1,0
13548.0,96,3,901.4399999999999,3,3,3,1
13549.0,26,9,1003.72,4,4,3,1
13550.0,383,1,342.55,2,1,2,0
13551.0,319,2,244.20000000000002,2,2,1,0
13552.0,66,32,6588.63,3,5,5,1
13553.0,675,1,499.6,1,1,2,0
13554.0,380,10,1547.46,2,4,4,0
13555.0,74,16,8798.99,3,5,5,1
13556.0,429,2,200.82,1,2,1,0
13557.0,28,16,2980.08,4,5,5,1
13558.0,6,4,594.52,5,3,3,1
13559.0,513,2,990.0,1,2,3,0
13560.0,7,1,171.42000000000002,5,1,1,1
13561.0,216,11,1803.4,2,5,4,1
13562.0,82,8,4838.18,3,4,5,1
13563.0,84,2,777.53,3,2,3,1
13564.0,144,54,15036.14,3,5,5,1
13565.0,19,3,414.8,4,3,2,1
13566.0,41,5,1688.6,4,3,4,1
13567.0,428,5,1074.19,1,3,3,0
13568.0,173,1,187.05,3,1,1,1
13569.0,17,4,726.54,5,3,3,1
13570.0,243,1,239.49,2,1,1,1
13571.0,13,26,4537.26,5,5,5,1
13572.0,206,1,1384.25,2,1,4,1
13573.0,50,6,904.52,4,4,3,1
13574.0,411,1,404.45,2,1,2,0
13575.0,23,5,732.07,4,3,3,1
13576.0,10,32,11167.0,5,5,5,1
13577.0,25,14,3346.62,4,5,5,1
13578.0,409,1,147.66,2,1,1,0
13579.0,15,6,1371.14,5,4,4,1
13580.0,406,1,107.75,2,1,1,0
13581.0,309,2,280.53000000000003,2,2,2,0
13582.0,390,2,241.68,2,2,1,0
13583.0,156,2,1445.03,3,2,4,1
13584.0,307,5,340.4,2,3,2,0
13585.0,531,4,674.46,1,3,3,0
13586.0,541,1,127.28,1,1,1,0
13587.0,32,6,1308.1,4,4,4,1
13588.0,16,13,2445.12,5,5,4,1
13589.0,15,6,1120.74,5,4,3,1
13590.0,11,21,6284.74,5,5,5,1
13591.0,65,8,2081.19,3,4,4,1
13592.0,36,4,247.96,4,3,1,1
13593.0,108,16,5444.81,3,5,5,1
13594.0,53,3,508.42,4,3,2,1
13595.0,517,3,784.48,1,3,3,0
13596.0,6,2,664.11,5,2,3,1
13597.0,388,3,372.21,2,3,2,0
13598.0,47,6,749.21,4,4,3,1
13599.0,1,52,9433.75,5,5,5,1
13600.0,312,2,518.42,2,2,2,0
13601.0,45,4,1159.99,4,3,3,1
13602.0,65,4,1025.17,3,3,3,1
13603.0,26,1,164.34,4,1,1,1
13604.0,652,2,713.39,1,2,3,0
13605.0,387,2,522.67,2,2,2,0
13606.0,29,3,276.75,4,3,2,1
13607.0,40,3,1058.11,4,3,3,1
13608.0,541,1,232.05,1,1,1,0
13609.0,593,1,167.35,1,1,1,0
13610.0,12,17,2071.96,5,5,4,1
13611.0,89,14,3259.43,3,5,5,1
13612.0,518,2,777.79,1,2,3,0
13613.0,453,5,1039.85,1,3,3,0
13614.0,24,6,2332.74,4,4,4,1
13615.0,313,12,6212.23,2,5,5,0
13616.0,568,2,283.85,1,2,2,0
13617.0,40,9,1263.8,4,4,4,1
13618.0,174,1,177.34,3,1,1,1
13619.0,545,2,224.94,1,2,1,0
13620.0,528,1,112.34,1,1,1,0
13621.0,117,1,213.85,3,1,1,1
13622.0,689,2,651.45,1,2,3,0
13623.0,31,15,2412.93,4,5,4,1
13624.0,381,2,427.18,2,2,2,0
13625.0,597,1,301.26,1,1,2,0
13626.0,253,3,689.49,2,3,3,1
13627.0,59,10,2217.55,3,4,4,1
13628.0,676,1,310.14,1,1,2,0
